rating,title,text,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
5.0,Love these socks!,Honestly I didn’t expect much but these socks are super soft and feel great all day. No annoying seams and they stay up,B326809396,B326809396,B07FXP1N2K,1694450954490,5,False
3.0,Average charger,It’s fine. Charges my phone but gets a little warm. Not the fastest,B339284055,B339284055,B01X9R2NQC,1747975996490,1,False
5.0,Super handy tool,Used this multitool for camping last week and it came in clutch. The knife is sharp and all the attachments feel sturdy. Don’t expect heavy-duty stuff but for the price,B978509358,B978509358,B098H2PZMQ,1728034911490,3,False
4.0,Pretty good for the price,The lamp looks cool and gives off a nice warm light. It’s not super bright,B879369702,B879369702,B0B5N8Q1FV,1739731838490,5,True
5.0,My new favorite water bottle,Okay so I’m obsessed. I bring this everywhere. It keeps my water cold legit all day long,B227775991,B227775991,B072J3T2X4,1719794030490,2,True
3.0,Does the job but nothing special,The toaster works alright,B880169988,B880169988,B06XK2QJ4R,1694349631490,2,True
4.0,Surprisingly good,Didn’t expect much from this cheap phone stand but it holds my phone steady and folds flat when not using. Super convenient for FaceTime calls.,B871984122,B871984122,AKT8J6L3Z5X2R4F9PQ7N0M1D2WCE,1702626794490,2,True
5.0,Easy to set up and works great,I set this up in my backyard for the kids and it was a hit. The instructions were clear and it feels sturdy. Kids use it every day now.,B609113349,B609113349,AEQ4M7X6KJ1P2R8N5VZ0B3T7HWUL,1738245442490,1,True
1.0,Didn’t work at all,Plugged it in and nothing happened. Tried every outlet,B954660038,B954660038,B099T7X8WQ,1698500387490,3,True
5.0,Perfect gift for my mom,Gave this to my mom for her birthday and she absolutely loved it. It’s pretty,B940456927,B940456927,B07GHQ2P8S,1707943219490,1,False
2.0,Disappointed in quality,Shoes started falling apart after just a couple wears. The stitching came loose and the sole is already peeling. Not worth it.,B571935274,B571935274,AF4N9W2P6J3V8Q7Y1MZ5T6X0RBCU,1738284796490,3,False
5.0,Fit better than I expected!,"Honestly, I was kinda nervous ordering clothes online, but this dress actually fits way better than I thought. The material is super soft and it hangs nicely. The color is a bit brighter than the pics, but not a big deal for me. Wore it out to dinner and got a few compliments! Will probably order another one soon.",B276163529,B276163529,AQW7J9V8K5NQ2RM4GZ8THLXJZB7O,1691986358328,2,True
4.0,Pretty good for the price,"Wasn’t expecting much, but it actually works pretty well. The zipper is a little stiff and there was a stray thread, but it holds up. Wouldn’t use it for anything super fancy, but it’s perfect for work or casual stuff. Shipping was fast too.",B374162562,B374162562,AZK38WQ2L6HN9DFXCRSPT1Y7QJ3X,1713887703328,1,False
2.0,Not what I hoped,"The size was way off and the color was totally different than I thought. Kinda disappointed tbh, I was really looking forward to this. Might try to return, not sure yet.",B428904077,B428904077,AKL10QF5X8B3N2JPQH4MZ6WD7TQY,1727432958328,0,True
5.0,My daughter loves it!,Bought this for my kiddo’s birthday and she wears it all the time now. The pattern is really fun and it seems to be holding up after a few washes. Definitely recommend for kids.,B108493397,B108493397,ANV5J3Y8Z2FD7WRLK8B6P1S3DH9A,1728522963328,3,False
1.0,Super cheap quality,I don’t usually leave reviews but this was so bad I had to say something. The fabric is see-through and the seams started unraveling after one wash. Completely not worth the money.,B797324607,B797324607,AUV6C9X2D5K1RJ3QP7YBZ8F4SMLW,1750006498328,5,True
3.0,It’s ok but not amazing,"The design is cute and it fits, but it’s not as soft as I wanted. Also, the sleeves are a little short on me (I’m tall tho). Not returning, but wouldn’t buy again.",B590569762,B590569762,APQ2K8J6LZR7VYF5D1X9TGZQWM4C,1713923364328,2,True
5.0,Exactly what I was looking for,"This little gadget is awesome. Super easy to use, feels sturdy, and does what it says. I’ve been using it every day and no issues so far. Worth the price!",B176130755,B176130755,AVC8G1T5Q6J9LZ3K2H4P5B8X7NSR,1729821624328,0,True
4.0,Works well after some tweaks,Had to adjust the straps a bit and now it fits great. At first it was too tight but after a few wears it loosened up. Color is as pictured. Good buy.,B316611590,B316611590,AMN2L9V7Q8W4XK3JP5S6T2Z1FCQY,1726284876328,0,False
2.0,Doesn’t match description,Said it was 100% cotton but it’s definitely some kind of blend. Feels scratchy and stiff. Not happy. I guess you get what you pay for.,B385581926,B385581926,AEQ5K9L8F7J2DP1XZV3M6WB4TQNG,1718420805328,4,False
5.0,Surprisingly comfy,Didn’t expect much but this thing is SO comfy. I’ve worn it almost every day since it arrived. The fit is spot on and fabric is surprisingly good quality.,B151546473,B151546473,AZT7W4H3Q9V2ML8FJ5K1Y6D2XROP,1751569930328,3,True
3.0,Just average,"It’s not bad, but nothing special either. Arrived on time and looks like the picture. Fabric is a little thin. For the price, it’s fine.",B626897961,B626897961,AGH2J5Y8N4M6LZ3QK7V1X9P2TCWB,1749928108328,3,False
5.0,Perfect for my needs,"Wanted something simple and this does the job. Easy to clean, lightweight, and looks nice on my desk. Would buy again.",B320238078,B320238078,AXY9M6L4B2J7KQ8P3W5D1V0HNSZE,1716692363328,1,False
4.0,Good value,"Not the fanciest thing ever, but you really can’t beat the price. Shipping was quick, too. Happy with my purchase.",B199938579,B199938579,APO5U3K9J7L2ZX8Q1V4F6B5TGCWN,1696878164328,5,False
1.0,Arrived damaged,Showed up with a big scratch on the front and the box looked like it had been through a war. Tried to contact support but haven’t heard anything back. Super annoyed.,B772433294,B772433294,AKJ8N2V1C5T7LX4QZ9Y3W6B0MPRU,1729196690328,1,False
5.0,Super cute and fits well,Saw this on a friend and had to get one for myself. Fits just right and the pattern is adorable. I’ve washed it a couple times and it’s holding up well.,B705297286,B705297286,AQP8W6V9J2L3YZ7XK5M4B1T0GCSF,1716711588328,2,False
3.0,Quality is hit or miss,"Sometimes you get a good one, sometimes not. Mine had a thread coming loose but otherwise it's okay. Not sure if I’d buy again.",B416670675,B416670675,AXR6T2L5M3J9KQ8YV7D1N4Z0PQWB,1736140962328,5,False
4.0,Does the job,"Not fancy or anything, but it works. Easy to assemble and does what I need. Would give 5 stars if it was a bit sturdier.",B998971899,B998971899,APR7M9L4Q6T1ZX8V2J3B5S0DNWCE,1725039906328,1,False
5.0,Obsessed with this purchase,"Honestly was just looking for something basic but this exceeded my expectations! The fit is perfect, material is soft, and it shipped way faster than I thought it would. Might get another in a different color.",B208199331,B208199331,ANL3K5V7Y8J2XQ9FZ6M1D4P0TWRB,1745911960328,1,False
2.0,Very disappointed,Did not look anything like the pictures on the site. The color is off and the size is weird. Not worth the hassle of returning but won’t be buying from here again.,B651954504,B651954504,ACF8J2K9M4Q7TV5N1Z6X3W0BHPYL,1731840130328,4,False
5.0,Great little gadget,This thing is so handy! I use it every day. Battery lasts forever and it feels super sturdy. Definitely recommend.,B562923947,B562923947,AQN1J5V8K3L6TZ9MX2G4P7W0RBSY,1748551943328,2,True
5.0,Super cozy and fits like a dream,"Wow, honestly didn't expect much for the price but this hoodie surprised me. It's soft, like REALLY soft, and fits true to size. The color is a bit brighter than the pics but I'm into it. I've washed it twice already and it's still holding up. Def would recommend for a casual layer.",B425586134,B425586134,AK5D2NR7XJLBY8QZT3U6KF9QXWVE,1721943204634,1,False
4.0,Worked fine for my laptop stand,"I bought this for my work-from-home setup and it gets the job done. Installation was a bit confusing at first but once I figured it out, it was sturdy enough for my chunky laptop. Not the fanciest but does what I need.",B778995678,B778995678,AMF7W2JXKQ9B6V5PDRS3LZJYQ8NP,1719540342634,5,False
3.0,Not bad but could be better,"The sound quality is okay, nothing amazing. Volume doesn't go super high and the battery life is so-so. For the price I guess it's fine but I'm not wowed. Might look for something else next time.",B148928433,B148928433,AYN2Q3R8KMLD7S9U2EZ4X5JPCGHL,1723539174634,3,True
5.0,Exactly what I needed for travel,Bought this cable organizer pouch before a trip and it really helped keep all my cords and chargers together. Zipper feels sturdy and the material is water-resistant (spilled coffee on it oops). Would buy again!,B824522499,B824522499,ATNQ1J9C5KX7LZQ3M8F2YHWDSJUO,1693283060634,3,True
2.0,Disappointed with the quality,"Honestly pretty bummed. The seams started coming apart after one wash and the material feels weird, kinda scratchy. Expected more for the price. Wouldn't buy again tbh.",B921094580,B921094580,AZ4PLQ8J2KUBX9F7RDV1E6WMYJCT,1741729939634,2,True
5.0,My cat LOVES this little mouse,"So I have a super picky cat and he usually ignores toys, but this one? He went bananas lol. Carries it around everywhere. It's holding up after a week of rough play. Super cute!",B144009765,B144009765,AV8YJ3N5HKQZC6X2R7S4LUXE5NFW,1712564649634,4,True
4.0,Pretty good for the price,"I got these headphones for walks and runs, and honestly they're decent. Not noise canceling or anything but they stay in my ears and the sound is clear. Battery lasts a couple days for me. Not bad at all.",B190591787,B190591787,AF7L9C5KZJ2YQ8X3B6R2MWT5NQPA,1702986407634,5,True
1.0,Not as described,Super disappointed. The package came missing half the pieces and customer service was no help. Ended up returning. Waste of time smh.,B531736941,B531736941,AKQ6B4M7J2YFQ8LZT9X3V2P5HNRG,1730901723634,3,True
5.0,Best purchase this year!,"I was hesitant but wow, this blender is a game-changer for my morning smoothies. Blades are sharp, super easy to clean, and the motor is powerful. If you're into meal prep or shakes, grab this!",B787696489,B787696489,AYV5Q3KZJ2X8M7RBK9W2PLF4XGHS,1696502850634,2,True
3.0,Just ok,"The socks are fine, but not as soft as I hoped. They fit well and don't slide down, so they're functional. Not sure I'd buy again but they'll do for now.",B681830183,B681830183,AGKL1Q4V7ZJY8M2EBR3LXPW5KTHD,1724919773634,3,False
4.0,Good basic kitchen scale,This scale is handy for baking. It's accurate and easy to use. Wish it had a light-up display for night baking but overall no real complaints.,B172077199,B172077199,AJX8P2L7QW5ZB3C6F4N9KV2JHMTY,1722718405634,0,True
5.0,My new favorite mug,I use this mug literally every day. Keeps my coffee hot for hours and the handle is big enough for my giant hands. Plus the color makes me happy in the morning.,B446946589,B446946589,AV3M5W8J2QK9LZT6R4X5V2P7YHNS,1744974842634,2,False
2.0,Returned after a week,"Honestly, the fan was way too loud for my tiny office and didn't cool much. Sent it back. Might work better in a bigger space idk.",B927731816,B927731816,ADLQ3M8ZKPW9V6X4B7Y2CJ5THRUE,1729390923634,1,False
5.0,The only planner that keeps me organized,Love this planner! I have tried SO many but this one has enough room for my notes and the layout just makes sense. Plus the cover is sturdy (I've spilled stuff and it wiped off easy).,B156539688,B156539688,AM2F6X3YJQ5L8V7RZ9C4W1P6TQNB,1738638222634,0,False
4.0,Great for camping,Used this lantern on a weekend camping trip. It was super bright and lasted both nights. A little bulky in the backpack but worth it for the light output.,B471602714,B471602714,ANJ8Q1X3KZP5W4B7M2R6L9V2FJTE,1721942444634,2,True
3.0,It's okay, gets the job done,B464010475,B464010475,B0D3F7M2PL,1721651067634,5,False
5.0,So cute and comfy!,Bought these slippers for my mom and she literally wears them everywhere in the house. Super fluffy and the soles don't slip on our tile. She wants a second pair now.,B134741619,B134741619,AQ9F6W7XJP2L4ZB8T3Y1MC5VHSKE,1710939150634,1,False
1.0,Didn’t last long,Stopped working after a month. Changed batteries and still nothing. Pretty bummed. Not worth the hassle.,B295308199,B295308199,APJ5K6N2XQ3V7W8ZB4L1RC9TNYGH,1714907412634,4,True
5.0,Game changer for my workouts,"Seriously, these resistance bands are perfect for at-home workouts. They don't roll up and the different strengths are actually useful. I use them for glutes and stretching. 10/10!",B122793515,B122793515,AKF7J3N8XQ2L6B9ZV5W1RH3TPJYD,1704889672634,1,True
4.0,Love the design,This phone holder is cute and functional. My only wish is that it had a stronger grip for my car vent but it still works fine. Would recommend if you want something simple.,B442378861,B442378861,AYE3N,1717386641634,4,False
5.0,Exactly what I hoped it would be,"Honestly, this thing is awesome. Arrived quick, works straight out the box, and feels solid. I was a little sketched buying online but no regrets at all. Been using it for a few weeks and nothing bad to say. 10/10 would buy again.",B784716230,B784716230,ASD8QW7LZK5N3O2CFVJQ1X9G2SRA,1730071084505,3,False
3.0,Eh, it's okay but not amazing,B113810055,B113810055,B0Q9JK4VTT,1733397992505,2,True
4.0,Good value for money,Pretty happy with the purchase! Item arrived on time and looks as expected. Only issue was the packaging was a little beat up,B266656639,B266656639,B8ZW3H7NPA,1709697307505,5,True
1.0,Did not work at all,"So, I tried using this right out the box and nothing happened. Followed the manual, checked batteries, still no luck. Super frustrated and ended up returning it. Waste of time.",B642299890,B642299890,AZ2UTK9EVB3N6Y4WQ1FJM7R6SLCX,1723009793505,1,False
5.0,Perfect for my needs,"Got this as a gift for my wife and she loves it! The color is gorgeous, and it's surprisingly sturdy. She uses it every day. Would definitely buy again for family.",B257891994,B257891994,AN8J4P6QW0XZ9ML2E3GYF1SVRBTD,1749042972505,2,False
2.0,Not what I expected,"Looks way better in the pictures. When it showed up, the material felt super cheap and the size runs small. Probably won't wear it much.",B513881581,B513881581,AXUG2E5WZ1QDNH8JB0SY4PKLQ3WZ,1707255461505,5,False
5.0,Absolute winner right here!,"Wow, I was NOT expecting to love this so much. Super easy to set up, the quality is better than I hoped for the price. Feels like it'll last a long time. If you’re on the fence, just get it.",B333632845,B333632845,ATNR5M8JEQ7YZK29G1F6X0B3SLVQ,1694606008505,4,True
4.0,Does the job, but nothing fancy,B627747108,B627747108,B6GJ8PHK1Q,1697893939505,3,True
5.0,Saved me so much hassle,"Honestly, this product made my life way easier. Assembly was a breeze, instructions were clear. I've used it daily for over a month and it's holding up great. Highly recommend!",B810151678,B810151678,AQK9XT8B2F7M5ZJ3V6Y4D0N1PZSL,1733390718505,2,False
3.0,Not bad, but has some issues,B455642385,B455642385,B5F2W6J8QX,1699466528505,2,False
5.0,So glad I bought this,"Love love love it! Arrived fast and in perfect shape. Super easy to use, and honestly looks even nicer in person. Would recommend to anyone.",B805789646,B805789646,AFN5HQ7R1X2KTL3M8VJZP9Y6B4EW,1749633698505,3,True
4.0,Pretty good for the price,Decent quality for what I paid. It's not top-tier but it works well enough for my needs. Wouldn't hesitate to buy again if needed.,B669707728,B669707728,ACV2K5M7XZ0J4PR8WQ1L6Y9T3SGE,1714585880505,2,False
2.0,Disappointed in the quality,"Was excited for this but when it came in, I noticed a scratch right on the front. Also, the buttons are kinda stiff. Not worth the price honestly.",B390261139,B390261139,AYU6M1JZ3G5PBR7QK2XF0V8S9LDT,1718905102506,5,True
5.0,Exceeded my expectations!,"I was skeptical at first, but wow—this is way better than I thought! Super comfortable, looks sleek, and works exactly as described. Would def buy another.",B502519112,B502519112,AMZ8V7L6R2W1FQ9SJ3PZ4X0NCBKT,1750375663506,0,True
1.0,Arrived broken,"Literally opened the box and it was in pieces. Not impressed. Customer service gave me a refund, but still, what a hassle.",B808859427,B808859427,ALR2KQ6N3J8F1Z0XW7V5C9P4STYU,1713976570506,0,True
5.0,Great gift idea,"Bought this for my dad, and he uses it all the time. He said setup was easy and it feels sturdy. Might grab another for myself.",B815314753,B815314753,AVN1K3J6T9B4Q2XP7F8Y5S0RZLWD,1703261165506,0,False
4.0,Pretty solid overall,"No major complaints so far. Works as advertised, shipping was fast, and the design is nice. Only minor thing is it’s a bit bulkier than I thought.",B741605523,B741605523,AQK8G6P2M1X4WZ9J7V0Y3S5NLRBD,1722084638506,5,True
3.0,Average at best,"Honestly, it's just okay. Does the job but nothing to write home about. There are probably better options out there if you look.",B294558678,B294558678,ARV5F2Q9N8X7J6K1W4P0S3YLBHQT,1750718410506,1,False
5.0,Works great with my setup,"Paired this with my other stuff and it fits right in. No problems connecting, and the performance is solid. Would buy again for sure.",B650117043,B650117043,AHW3T8Q2M4J7VZ9S1X5F0N6PBRKY,1735267798506,3,False
1.0,Not worth the money,"Honestly, I wish I could give zero stars. Product felt so flimsy and broke after like two days. Save your cash.",B630724228,B630724228,APZ9X7N2F5K1C8M3Y4W6S0RVTBHQ,1707305116506,1,True
5.0,Awesome purchase!,Honestly,B768073334,B768073334,USER982734,1705353653506,3,True
5.0,Surprised how good this feels,"Honestly, wasn't expecting much but this little gadget is actually better than I thought. Super comfy, fits perfect, and works like a charm. I use it every day now. Def worth it!",B477331598,B477331598,AVJ9YCK4L2Q7XZ5Q8M3WTRS9V2YP,1720121970848,5,False
4.0,Almost perfect but not quite,The item came as described and quality's decent. Only thing is the color looked a bit different in real life than on the site. Not a dealbreaker tho,B366520044,B366520044,AH2J8GZ9F4DCPM8T5YZWRK3N9V7S,1726563613848,1,True
3.0,It's ok but nothing special,"It does what it's supposed to, but honestly it's just kinda average? Not bad, but don't expect to be wowed. Good enough for the price, I guess.",B645343830,B645343830,AQNZ7TFK5V8GJ2R4K5MXPLQ8XZ6E,1722232264848,1,False
1.0,Disappointed and won't buy again,"I got this thinking it would be at least usable, but it broke literally the first time I tried it. Waste of money, wish I'd read more reviews before buying.",B357891319,B357891319,ANZG6K4LB1QJ5PI9T8VRWF3M2QZC,1713094754848,1,False
5.0,Perfect for my kitchen needs,Amazing little product! Makes my life easier every morning. Simple to use and really well made. Would buy again for sure.,B847097493,B847097493,AJG4YV7E3N6QX2T5KL8ZJ9PQF5RD,1741747641848,5,True
2.0,Looks better online than in person,"Honestly, it seemed super cute in the pictures but in real life kinda cheap feeling. Also, the stitching isn't great. Won't return but wouldn't recommend.",B308231587,B308231587,ATZ28FQXEP6C4VB9J3GQU7KL5X2N,1715471807848,0,True
4.0,Works well but wish it came in more colors,"Does what it promises and easy to install. Just wish there were more color options, but that's just me being picky I guess.",B639937726,B639937726,AU8F4D2QJ7KM2V9T14S5X3B6GZPQ,1722698897848,0,True
5.0,Exactly what I needed,Sturdy and reliable. Set this up in five minutes and it's holding up great. Happy with my purchase!,B817265773,B817265773,APJ5Q9G6V1K8B2L7FZXC4S3YWRVE,1721608123848,4,True
3.0,Decent for the price,"Not super impressed but also not mad about it. Works okay, just feels a bit flimsy. If you're on a budget, it's fine.",B154820728,B154820728,AVJ6T2G5L3ZXN8F2YH5VP4KQ9SMD,1720621338848,0,True
5.0,Awesome product and arrived early,"Super happy with this! Shipping was fast, and the product is exactly as described. I've already recommended it to my sister.",B220038662,B220038662,AGJ9N8L3V4K2T7W5XQF6Z8R2YHJC,1694931605848,2,True
4.0,Good value for the money,"Pretty solid for the price. Not top of the line, but for what I paid I'm really satisfied. Would buy again.",B139123922,B139123922,AYJ3G7D6K8V2M4W9ZQF1X5T7BHLN,1705058201848,2,True
5.0,Perfect fit and stylish,"Love the look and it fits better than I hoped. Been wearing it nonstop since it arrived. If you're on the fence, just go for it.",B745502369,B745502369,AT8K6Q5F9W3J4N2V7Z1M6T3YPRLQ,1712179866848,1,False
2.0,Not worth the hype,"Saw a bunch of good reviews but honestly, didn't live up to it. Feels cheap and doesn't really work like they say.",B527247773,B527247773,AGQ2J6W7Z9L3M4X1B2Y8F5TP7KCV,1752318081848,3,True
1.0,Fell apart in two days,"Super bummed, this broke after literally two days. Would not recommend. Maybe I just got a dud, but still.",B635090795,B635090795,AVD1Q6J8K2T5L9P3W7S4M8X5YRBZ,1713025566848,4,False
5.0,Love this—so cute and handy,Cutest thing ever! It does exactly what I need and looks great on my desk. My coworkers keep asking where I got it lol.,B599448684,B599448684,AJW6V4F8S1K2Z7T5XQJ9P3B6GMLY,1711662338848,4,False
4.0,Basically does the job,"It's not amazing but it gets the job done. For the price, can't really complain. Easy to use, too.",B417876693,B417876693,APX7N2V1K8J5Z4T3W9G6Y4R2SDFQ,1740752718848,1,False
5.0,Exceeded my expectations,"Honestly, I didn't expect much for the price but wow, this is super high quality! Been using it daily and no problems at all.",B153988516,B153988516,AKN5T1J9L8Q3X7F2V6M4P9W4YRTS,1742518558848,4,False
3.0,Just okay,"It's fine, not great. Kinda wish I'd gotten a different one, but it'll do for now. Not super happy, not super mad.",B366738646,B366738646,AJC4P7X2K6F9Z1L8T2V5M3QW9RLB,1699172820848,0,True
4.0,Good for daily use,"Been using it for a couple weeks, no issues so far. Feels sturdy and does what it's supposed to.",B856896233,B856896233,AVM3L8T2J9K7Z5N4Q1W2H6F8YBRD,1700789048848,3,True
2.0,Not impressed with quality,"Thought this would be better quality for the price. It works, but feels kinda cheap and flimsy. Wouldn't buy again.",B377018126,B377018126,AKZ7V5N2G4J6L3Y1T8W9Q2F5HPRB,1732198354848,3,False
3.0,Returned after a week,"Didn't fit as expected and the material was kinda scratchy. Ended up returning it. Not the worst, just not for me.",B806552838,B806552838,ARL8J2W4F7X5V1N6K3P9T2Y6QDBS,1721098171848,0,False
4.0,Pretty good with minor issues,"Mostly works great, but sometimes it acts up and I have to reset it. Not a big deal, still recommend.",B456791647,B456791647,USER688927,1693183884848,4,False
5.0,Better than expected!,"Honestly, I wasn't sure what to expect but this backpack is super sturdy and it fits my laptop perfectly. The zippers feel solid, and there's way more room inside than it looks from the outside. Used it for college and short trips already. Would totally recommend, especially for the price.",B382228157,B382228157,AGQZ4HBV8K3LJFR2D1W9TXP6SOMZ,1730913364701,5,True
4.0,Cute mug for my office,The mug is adorable and holds my coffee just fine. Colors are a bit lighter than pictured but I still like it overall. Arrived quickly and in one piece.,B373072679,B373072679,AHW2T5KZPL4S3QJY8VOBUR1N9LFC,1715120720702,3,True
2.0,Not as comfy as hoped,Looked super soft in pics but feels kinda scratchy tbh. I wore the socks for a day and they left marks on my ankles. Wouldn’t buy again.,B791158750,B791158750,AFV8HRQJX9DL7T2SZQ6MKUY4P1XR,1691503359702,3,True
5.0,Just what I needed for my phone,"Fits my phone exactly, no issues plugging in charger or headphones. The color is vibrant and the grip is decent, hasn't slipped out of my hands yet. Wasn’t expecting much but turns out to be a solid case.",B103279028,B103279028,AP1D3CXVR7L5Y8QZK2SN4M6WJXUO,1708787502702,2,True
3.0,Decent quality but weird fit,"It’s ok, not amazing. The shirt material feels nice, but the sleeves are kinda short on me and ride up a bit when I move. Fabric is thick tho, might be good for fall.",B981610382,B981610382,AHJCN7VZ8TKM9X2GRWQP6BS4D3LE,1696483627702,5,False
1.0,Missing parts!,Ordered this lamp for my new place and it showed up without the screws to put it together. Super annoying. Now I gotta send it back. Waste of time.,B909455323,B909455323,AQPLR7JUZ3MK6ST5Y2NH9X8FGVCE,1718780350702,4,True
5.0,Wow! These headphones rock,"These are honestly better than I thought. Sound is crisp, bass is deep, and the battery lasts me all day (like 8 hours at work). Super lightweight too. Only thing is, the buttons are a little small but not a dealbreaker. Would buy again.",B575410442,B575410442,AVU5M8KX2QY7F4RT1WZ9N3S6JHLD,1739524204702,3,False
4.0,Good basic blender,Not fancy but does what I need it to. Used it for smoothies and protein shakes a few times now and it chops ice better than my old one. Kinda loud though.,B190223431,B190223431,AG8F5V6Y1R2K4T9Z7JX3P1S0QWLC,1710078352702,1,True
5.0,My cat actually likes it,"Tried a bunch of cat beds and this is the only one my picky furball will use. She curls up in it every night. Material is soft but not too warm. Easy to wash, just toss in the machine.",B290621945,B290621945,ANJ7Z2V5L4H3R8C1T0Q9S6M8XWYE,1751418061702,5,True
2.0,Looks cool but broke fast,"I wanted to like this umbrella, but it snapped in half with the first strong wind. The handle is nice but the material is just too flimsy. Wouldn’t buy again.",B329397358,B329397358,AVY6P4Z1X9E5M7R2Q8L3C2D0HKJF,1724477610702,2,True
5.0,Perfect for my little one,"Bought this for my toddler and it fits great. Bright colors, easy to put on, and she loves the cute animal design. Feels durable and has held up to a few washes already.",B811370705,B811370705,AKQ3M2V7N9L5S8J0F4D1T6C5PZRB,1717422213702,3,False
3.0,Alright but not my favorite,"It’s a decent candle, scent is okay but not super strong. Burns evenly though. Kinda wish it lasted longer for the price.",B876663081,B876663081,AMW8P2R4S7X1Q6T9J5N3V0K8HLUD,1746816378702,4,True
5.0,Surprisingly sturdy for the price,I got this shoe rack because my closet is a mess lol. Didn’t expect much but it actually holds all my sneakers up without wobbling. Assembly was quick and the instructions weren’t confusing. Would get another one!,B328362392,B328362392,AGU9T4L1F2D8M6X7R3W5S0Y9JQNE,1735996168702,1,False
4.0,Works as described,The charging cable does what it’s supposed to. No issues so far. Not super long but that’s my fault for not checking the length.,B978460704,B978460704,AZQ8E5K4J1P6T7W2N9S3L0Y6DRXC,1741102673702,1,True
5.0,Best planner I’ve used yet,"This planner keeps me so organized! I love the layout, the paper is thick (my pens don’t bleed through), and there’s plenty of space to jot my to-dos. The cover is cute too. Helps keep my hot mess life together.",B784188447,B784188447,APJ6N1X3B2W9F8T7M4Q5C6D2LXYO,1716484227702,2,False
1.0,Super disappointed,Was expecting a blue scarf but got a red one instead. Tried contacting support and didn’t get any reply. Won’t be ordering from here again.,B842642028,B842642028,AGK1R6W7Z9H8Q5N3L2S0X4J8PVYC,1734878006702,0,True
5.0,Exceeded my expectations,"Bought this as a gift and honestly I want to keep it for myself. The build feels premium, packaging was nice, and it works right out the box. Can’t ask for more.",B716639061,B716639061,ANH2B5J4Q9X8L7V1K6S3P0C9MWYE,1703590217702,4,True
4.0,Decent deal for the price,"I got these towels on sale and for what I paid, they're good. Not the fluffiest ever but dry fast and colors haven’t faded yet. Would buy again if they’re on discount.",B196375444,B196375444,AHQZ2J5N6C8V4T1P0W3X7L9SGBDM,1728957129703,0,True
3.0,It’s okay but arrived late,Product is fine but shipping took forever. Not sure what happened there. Item itself matches description and works as intended.,B843144926,B843144926,AGY8N3W2K5R7H1X0V6L4P3U,1733695062703,0,True
5.0,Super soft hoodie – my new fav!,I honestly wasn't expecting much but this hoodie is sooooo soft and cozy I wear it every day now. Washed it twice and still perfect. Might grab another color tbh.,B215420877,B215420877,ARBZ7Q4LJAWK6VYXT8FN5Q9T3WIP,1715036577673,1,True
3.0,Not terrible but not great either,I mean it works but the battery life is kinda meh. Charges up fast tho. Probably wouldn't buy again unless on sale.,B780733939,B780733939,ADX2GLF0YQ7V3C8SKKJH8N1M5W6R,1710675813673,5,False
4.0,Better than expected for the price,Needed some cheap headphones for the gym and these are surprisingly decent. Good sound and don't fall out much. Not super fancy but solid for what I paid.,B695658694,B695658694,AK6VJQ1ZM3XSH2FW5EN9T9R2PYQG,1715694773673,5,False
5.0,My dog is obsessed with this toy!,Bought this on a whim and my pup will not put it down lol. Squeaker is LOUD but she loves it so much. Seems pretty tough so far.,B812894552,B812894552,AV2FYJ8K6S9DZG1T3XJQ4ML7UWBE,1723858165673,0,False
2.0,Broke after a week,Started out fine but then the zipper got stuck and broke. Disappointed. Not gonna bother with a replacement.,B717450634,B717450634,ANQJ6ZBX8C5WR2V7F0KT9P4E3YRD,1711864445673,1,True
1.0,Not what I ordered,This isn't even close to what the listing showed? Wrong color and missing parts. Not worth the hassle to return but kinda mad.,B752151614,B752151614,AJT5K1V6ZR8F2XQ3D7U9LMW4BHEP,1696416284673,3,False
5.0,Perfect for my tiny kitchen!,This rack fits perfectly in my weird little kitchen corner. Super easy to assemble,B601410950,B601410950,B07C3Q2HLM,1709285789673,3,True
4.0,Good value but packaging was rough,Product itself is great for the money but the box was beat up. Nothing broken so nbd,B737813309,B737813309,B0B5M8Q6VR,1727185768673,5,False
3.0,Just okay – expected more,The design is cute but the material feels scratchy. Does the job but not super comfortable. Might work better after a wash?,B612091118,B612091118,AY4MNXZJ7D2QCE6H3W9KVTQ8F1LR,1733742451673,2,False
5.0,Absolutely love this little gadget!,Honestly this has made my mornings way easier. Super simple to set up,B118640470,B118640470,B0A8H4S2ZB,1748385000673,2,True
4.0,Decent for beginners,Got these for my kid to try out drawing. They're not pro quality but for starting out they're fine. She’s happy with them.,B741701938,B741701938,AC4NLDJX9K5V2ZQM7H1E3B8RTPSW,1742950156673,0,False
2.0,Looks nice but not sturdy,The lamp looks pretty but the base is wobbly and it tips over way too easily. Not safe around my cats.,B710246505,B710246505,APQ5W8RKLXYH2Z3F9M1JD7VQTECG,1730241056673,2,False
5.0,Changed my skin for the better!,No joke,B682947766,B682947766,B07V2MG1QN,1723935154673,0,False
3.0,Does the job but noisy,It cools my room but wow is it loud. Not sure if they're all like this or if I got a weird one. Keeping it for now.,B355907353,B355907353,AT8VJ5R2PX9K3M7W2DHZ4N6LQFCS,1708995979673,1,False
